ID,Class
28146,3
107211,3
37676,1
136549,3
91596,3
191695,2
182147,1
197281,3
194119,3
40231,2
50320,3
140392,1
167334,1
113196,3
110492,2
49634,1
1178,1
213012,3
128400,2
193009,3
143041,1
35875,1
175181,2
153567,3
114258,1
108079,3
65364,2
148191,3
167805,1
84944,3
161371,1
14897,1
105447,3
5326,3
145270,3
114326,3
61466,2
73635,3
113709,3
202819,1
118838,1
15966,3
73975,1
96756,1
75546,2
20179,1
126311,1
13602,3
45378,3
117498,2
138851,3
118422,2
189675,2
160598,3
33248,3
141973,2
166626,2
28266,1
211023,3
118534,1
206067,1
195157,1
25858,3
130560,3
207851,1
117861,1
139707,3
36616,1
191002,3
75325,2
58251,2
139094,3
135372,1
200320,3
20507,3
139922,1
136230,2
203302,1
25764,1
163206,3
150165,1
50957,2
80883,2
105185,3
160823,2
187229,1
124981,1
98863,1
50942,1
112017,3
171023,2
52981,3
184686,1
175971,1
86749,1
157426,3
132229,1
181086,1
22403,2
12971,2
189570,2
131162,3
73485,1
25019,1
11020,3
97891,3
6564,2
153620,1
81354,2
176464,3
97854,3
51902,1
177744,2
179153,3
60441,2
32451,3
92019,2
126352,3
210545,1
105430,3
189515,2
2250,2
43666,1
35415,2
88430,2
109887,1
143869,1
88361,1
95809,2
147698,1
189015,2
184727,1
99973,2
73352,1
183720,3
136466,2
164671,1
42790,3
110476,1
102322,2
47952,3
195555,3
170173,2
36060,1
114549,2
121287,1
84207,2
183940,3
51913,3
36235,3
198281,2
75058,3
61813,1
178419,1
185600,1
125098,1
44603,3
107792,2
144746,3
172631,3
129318,1
15515,3
43334,3
204609,2
47928,2
134243,1
155345,1
54089,1
205676,1
22186,3
82189,3
9514,3
148409,1
142540,3
157824,1
200118,1
82568,2
135735,3
158568,3
33595,1
144100,2
185726,3
170635,2
104994,1
154779,3
151511,3
212453,1
189192,3
50145,3
123291,3
203033,3
168793,2
202220,1
133118,2
37214,2
126204,3
79132,3
142313,3
95493,1
150050,3
67629,3
207764,3
122480,1
76544,2
212744,2
136240,1
106983,3
171059,3
145037,1
156133,3
14085,2
107865,3
110085,3
53438,1
143261,2
160032,1
122353,2
24085,3
99026,2
83688,2
5612,2
152945,3
184268,1
139183,1
212944,2
22598,1
4059,3
39384,3
16529,3
121244,2
180428,3
143684,2
140838,3
8599,2
40761,2
84321,3
101372,1
82332,2
26567,2
17974,2
35489,3
25261,2
163442,1
30166,3
77242,2
76913,1
176344,2
118482,3
53532,1
17725,1
170104,3
105249,3
90435,3
64323,1
182708,2
54900,2
74171,1
122045,1
10031,2
174865,1
207808,1
63500,1
90157,3
179030,2
4423,3
93523,3
150289,3
153008,1
21343,2
174285,3
64723,3
177933,3
141612,1
28075,3
70852,3
31073,2
4015,2
181072,3
126170,1
86057,1
70600,1
152686,3
71239,2
30529,3
72330,2
165101,3
58439,2
13178,3
23808,1
176496,2
50555,1
152274,3
54254,3
104588,2
180517,2
76351,3
19911,2
175856,2
69219,3
151978,3
15468,3
180951,3
64213,1
115737,2
20927,2
177807,3
48063,3
136705,3
125693,1
72999,3
161123,1
124500,3
101710,3
49043,3
8213,1
3240,3
18021,3
16227,2
48335,3
42497,2
44830,2
185654,2
10901,1
165126,1
22280,1
19133,3
386,2
47385,2
189286,1
212475,1
201808,2
185216,3
71140,1
212837,2
1140,3
104735,3
200070,3
105919,2
15228,1
197805,1
43440,3
95181,3
41008,1
178240,2
137630,1
158755,2
192296,3
48418,2
201045,1
156782,2
21182,3
152422,3
97262,3
11871,2
86159,3
211576,1
189963,3
210479,1
95102,2
78687,3
75336,2
79596,1
171756,3
18827,1
84570,3
183506,3
33323,2
6020,3
10853,2
85835,1
184055,3
183097,3
45383,3
127212,2
211663,3
168169,2
50071,3
41235,2
116911,1
91736,2
92706,3
7166,3
160768,3
165148,1
126588,3
7536,2
105368,2
63217,3
185445,3
199660,1
112971,3
153831,1
95955,3
164664,1
200832,3
172927,2
122973,1
120658,3
128286,1
162242,3
42234,1
123768,3
90990,1
118782,3
64333,2
49099,1
164981,1
55924,2
170897,3
101282,2
72600,3
142396,2
25476,3
14262,2
200821,3
155891,2
24637,2
17950,3
176174,2
197128,2
179707,1
142238,3
84552,3
184327,1
99620,3
69659,2
204338,1
40893,3
29572,3
55128,3
111874,3
95703,1
7246,2
27274,1
122220,1
183707,3
81050,1
141984,1
14315,1
129539,1
44883,2
36372,3
49962,1
53455,2
36430,1
116565,3
131633,1
89875,3
133008,2
68560,3
78182,1
53754,2
159540,3
104987,1
47837,3
129818,3
76273,2
70864,2
173559,3
61401,3
126868,3
200721,1
209696,1
117018,2
199588,2
79428,1
68884,3
21477,2
73774,3
75523,3
200531,1
168684,3
195011,1
123221,1
112227,2
148642,2
187585,1
15859,2
146109,1
83435,3
95163,3
44303,2
12168,3
159191,3
177784,3
18129,1
178578,1
69903,1
19850,3
156102,3
103153,3
147361,1
132013,2
194755,2
28879,3
103102,3
142483,3
97837,1
186918,3
174460,1
201082,2
42861,2
164947,2
184852,1
152942,3
184863,2
182606,1
196175,3
128388,1
176401,1
116275,1
52739,3
162299,1
204831,1
178269,1
141479,2
29222,2
42403,3
198854,1
41654,2
133615,3
206198,1
153885,3
209511,1
95361,3
40859,3
143056,1
142338,1
16603,1
29696,3
128241,3
70906,2
132942,2
118755,1
39049,2
13570,1
49913,1
159815,2
110899,2
19899,2
61684,2
65008,1
90005,1
128746,2
69714,3
50778,2
138468,3
155801,3
88060,3
4450,3
128142,2
190138,1
57015,2
59730,3
131413,2
95920,3
61930,1
153169,1
22968,3
114014,1
194108,3
145626,1
112064,1
199934,2
193219,1
39372,1
117684,1
5170,1
122568,3
66800,2
138878,1
63849,3
126193,3
45709,3
177024,3
90406,3
120468,3
124675,3
91971,3
11458,3
124676,1
97416,3
187289,2
62153,2
159576,3
59699,3
9729,3
48892,1
196212,3
132552,1
46157,3
32392,3
29600,1
205006,3
191540,2
151122,3
99285,2
158832,3
16159,2
37165,2
148841,2
206177,1
56006,2
204617,2
89587,2
11982,3
9613,2
76249,1
85828,3
67030,3
86913,2
81023,3
68013,1
12193,1
57439,1
150204,3
185452,1
4206,3
192681,1
151722,2
22475,1
40245,2
29583,2
82869,1
114251,3
148515,2
166681,1
72337,1
143917,2
170819,2
155937,3
63858,3
3004,2
129793,1
76918,2
72780,1
43286,3
148684,2
119603,2
78639,1
71273,3
55338,2
26437,2
74992,1
55603,1
111000,3
118427,3
30261,2
25928,1
66134,2
81545,3
70082,2
200803,3
116342,1
54792,1
124670,2
201966,2
7885,2
173539,2
143985,1
205381,3
73930,3
6533,1
134997,2
18256,3
80154,2
184801,1
56254,2
75726,1
136447,3
146168,3
77198,2
122183,1
160681,3
153778,3
191972,2
70165,3
117872,2
94921,3
150527,2
22584,1
98367,1
7966,2
20488,2
113809,2
156264,2
108727,1
147993,3
195427,2
81435,1
79820,1
70673,3
9293,3
126048,1
64684,3
170331,2
76981,1
104159,3
45279,3
39842,3
151805,2
374,1
176577,2
206276,1
77718,1
25065,2
162577,1
119081,2
33306,2
88293,2
66150,2
38248,3
18494,3
29364,2
57618,3
157760,3
59361,1
145148,2
124001,1
66255,1
210620,2
45471,2
61564,1
45374,1
81379,2
13599,1
173745,1
96148,3
60054,1
8610,1
66656,2
198445,3
9684,2
32778,3
48858,2
21126,1
171146,2
162126,3
25329,2
114409,3
29228,2
991,2
209206,1
93994,2
32281,2
62291,1
100017,2
154259,2
87398,2
18398,3
116878,1
70517,2
203992,1
63107,2
159280,1
15652,3
67125,2
125357,3
32504,3
83483,2
102459,1
159003,3
19138,1
158246,2
22945,1
178403,1
33058,3
47872,2
34922,1
36958,3
133084,1
118880,1
121174,3
82779,1
8711,1
83845,1
107583,3
212936,2
159839,3
110361,1
200155,1
77821,3
62448,1
21538,2
39492,2
10402,3
46584,1
195309,3
120710,3
139641,3
195208,1
108754,2
128786,2
37497,3
103206,1
200780,3
156001,3
141834,1
199802,2
1907,2
119807,2
197098,1
155385,3
179787,1
128669,2
182740,2
193047,3
95925,1
123873,3
187263,3
34322,1
29757,2
39266,3
97301,2
79859,3
203787,3
152275,1
204384,3
84374,1
203170,3
140277,1
122161,2
58885,3
88319,1
201870,3
187884,1
173883,3
22435,2
4690,1
3090,3
150370,2
108274,1
969,3
66906,1
39343,1
64172,1
142366,1
181933,3
34536,3
211248,3
113863,3
69076,3
75987,2
128725,1
120447,3
198276,2
102267,3
41869,1
27528,2
104804,3
114577,3
28892,2
36255,2
92077,2
172961,1
170070,3
146339,1
94252,1
35750,1
211060,2
114712,1
207216,1
162764,3
128257,2
22978,3
29354,1
9825,3
49620,2
120473,1
62098,1
28100,1
115748,2
44507,1
6575,3
141999,2
171551,2
193275,3
150541,3
21774,3
124492,2
39291,3
74812,2
49324,2
17685,3
75451,3
8365,3
9315,1
8684,3
206190,3
192326,3
195561,1
19134,2
82363,2
108563,1
29611,3
51642,2
201617,3
155512,2
139323,2
82812,2
199745,3
70489,2
11119,1
92691,2
158666,3
115805,3
204546,1
111251,2
55606,1
30811,2
141624,3
209482,2
17159,2
98234,2
155,3
27003,2
111067,2
197697,1
100307,3
137772,3
7736,2
143292,3
9826,1
54889,1
145584,1
116690,3
49412,3
19295,1
99878,1
156885,2
82693,3
166660,2
154724,1
35339,1
15516,3
451,3
134109,2
50369,3
213051,1
164223,2
11108,1
40516,3
207065,1
60280,1
138383,2
149216,1
73701,1
211434,2
149059,2
32447,2
151261,3
208793,2
157272,1
107226,1
118551,1
501,2
179330,1
127798,1
24442,1
172812,2
170689,2
192961,2
10112,3
101050,3
204829,2
49430,2
181694,2
13997,1
106985,1
117854,2
116637,3
11962,1
166398,1
205471,3
212290,1
155720,3
44717,1
171793,1
26390,2
55115,3
160649,1
49334,1
10669,1
10840,1
203814,1
74111,2
19227,3
45264,3
116801,3
124495,1
57732,2
202335,2
143704,2
134998,2
76535,3
21335,3
155707,1
118958,2
153878,3
173736,3
10310,2
192641,1
62640,2
195719,3
87551,1
6747,2
158572,2
169315,2
133901,2
140568,3
181812,1
25430,3
15051,2
120991,1
175967,3
181287,1
147731,3
55595,2
198102,2
153631,3
91310,3
146650,1
151309,2
79685,2
197238,1
67917,3
133149,3
93638,1
133808,3
67993,2
165415,3
15454,3
3339,1
51696,2
196755,1
98252,3
211324,2
105097,1
185226,1
78705,2
117176,3
20603,3
125528,2
121484,3
124775,2
28021,1
157778,1
108793,3
131575,3
31035,3
128717,2
69539,3
37746,3
190457,1
166622,2
92808,3
68311,2
90116,1
3242,2
146169,1
88893,1
72605,2
110598,3
139806,3
186649,1
188122,2
41725,1
115605,3
142497,2
92419,2
143831,2
72546,3
37631,3
175669,2
60651,3
54281,2
180312,3
148279,2
39763,1
117177,1
86317,3
183968,1
22560,2
6366,2
208021,2
86547,3
127370,2
10756,1
74618,2
185011,1
95665,1
97164,2
77132,1
112688,2
127064,2
13754,1
140147,1
135311,2
28547,1
132961,1
181295,3
211976,2
14197,2
58305,3
184430,2
19036,2
47066,3
126022,3
21878,3
78147,1
39657,2
199979,2
84597,1
57458,1
188673,3
140115,1
180470,1
189187,2
3938,2
15936,3
212863,3
57819,3
62039,3
170249,1
187687,1
53473,3
6638,1
198808,1
158570,2
33862,3
207820,2
22264,1
129176,2
50694,1
170791,1
149939,1
161093,1
89249,1
118351,3
112958,1
105032,2
180101,3
85334,2
8361,1
190811,2
114356,1
148500,1
1802,2
209624,3
129812,1
162405,1
149583,2
144006,2
131091,2
82675,2
155860,3
128055,2
60990,3
23333,1
110730,1
163734,1
184418,1
1247,3
123317,2
200072,2
92433,2
140708,3
135449,3
171361,1
35017,3
110058,3
31187,3
164706,2
73022,1
40619,1
6917,1
137715,3
212675,2
200696,1
142835,3
111888,1
42927,2
140833,2
34831,1
96465,3
6791,2
105220,2
173851,1
119591,1
2859,2
200052,1
77881,1
22377,2
38419,2
54571,3
127299,2
197280,1
195468,2
95735,1
13308,1
8969,3
191751,3
3638,2
197061,2
86422,1
70523,2
102658,3
164158,1
121109,1
33174,2
82478,2
202382,1
138110,1
165740,2
910,1
133036,2
74258,2
16516,3
100736,1
179709,1
106144,2
104789,2
211856,1
117668,3
136943,2
61004,1
132753,1
177313,3
204710,2
18305,2
6044,2
83593,1
118989,2
13159,3
79598,3
36154,2
70992,2
139774,2
80950,1
172246,3
76697,1
123957,3
121697,3
17058,3
186208,1
114828,3
168725,1
114089,2
84304,2
206186,2
213126,2
107601,1
113842,1
143199,2
46918,1
23177,3
49474,3
69667,2
146559,3
44099,1
20382,1
194551,2
51341,3
200846,2
42761,1
162080,1
677,1
30776,3
17436,1
177267,3
174884,2
156090,2
56488,2
111010,2
109041,3
130834,1
90792,2
53893,1
75539,1
50593,3
29789,3
107300,2
31010,3
179777,2
148801,2
204628,3
156456,3
154672,2
49720,3
140732,1
10416,3
163159,3
97221,3
154309,3
145473,3
75088,2
120404,1
208766,2
170754,1
25356,1
183196,1
172184,2
163171,2
153703,1
65372,1
9675,2
76631,3
22411,1
194415,2
65203,3
209889,3
158735,2
114217,2
27545,2
121641,1
212638,1
141515,2
132623,3
2090,2
198807,3
40840,2
168501,2
25366,1
159585,2
129641,3
132372,1
201693,2
28893,1
89339,3
15967,3
193971,1
31520,1
148271,2
53040,1
128968,1
209579,3
103871,2
7675,2
199755,3
101453,1
78866,1
9749,1
204295,3
75865,2
13483,2
107665,1
164784,3
165281,1
134503,2
1441,1
110415,2
210568,2
161442,3
153562,1
163428,3
30908,2
67396,3
163071,1
136864,3
105848,1
110590,2
50686,2
65261,3
134036,1
200378,3
42035,2
196149,3
32791,3
206992,2
34044,3
79287,1
211242,3
29054,1
165904,3
73155,1
204089,3
19585,3
91550,3
21464,1
1685,2
95238,3
97133,2
156792,1
200316,1
193901,2
87648,1
204120,1
202005,2
189492,3
31655,3
184376,1
192576,2
70252,1
200570,2
99773,1
63975,3
54794,1
160596,2
136269,1
101544,1
59245,3
125439,3
181210,3
113030,3
42398,2
132796,2
24366,1
163420,3
151424,3
193500,2
5595,1
11100,2
166936,2
117110,1
202982,3
116683,2
40571,1
169872,2
63779,3
169880,2
50965,3
125681,1
147272,3
81418,3
101548,1
136067,3
152039,3
106105,1
88956,3
31393,2
204909,2
170749,3
164715,2
128311,1
115051,2
152266,2
141728,1
82949,2
172543,3
151807,1
18454,2
38517,1
105754,3
162583,2
39287,1
52012,2
50019,3
84395,1
90486,2
61837,3
60210,2
31289,2
148803,1
14846,2
94735,1
21408,2
3363,3
91726,3
96427,2
161301,1
13966,3
174988,1
39933,1
143933,2
99479,3
41999,1
33690,2
76089,3
4505,1
11777,1
124025,3
169212,3
180219,1
107349,3
67914,1
182203,3
167093,3
95440,3
152667,1
19423,3
99684,3
12572,2
60290,3
57151,3
99492,3
50084,1
69893,2
121820,1
174566,2
183243,1
125878,2
55612,3
81326,2
153691,3
63891,1
197830,1
203858,3
124353,2
120011,3
127991,1
171891,1
104042,3
100903,2
12083,3
20926,3
56227,2
199543,1
85283,2
172139,1
113673,2
182307,2
137935,3
171630,1
16939,3
3829,2
212595,2
161330,1
202269,1
196697,3
78415,2
117266,1
89443,3
90047,3
203298,3
80619,1
146543,1
33125,1
149532,2
80078,3
196028,1
181613,3
201559,2
36290,3
121003,3
94214,2
10256,3
99282,3
128659,1
30028,1
56635,2
48495,2
185948,3
20311,3
93128,3
6058,3
33975,3
50561,2
90356,3
20549,3
24660,1
103095,3
64379,3
102122,1
155167,3
55394,1
42224,1
91724,1
165284,1
56407,1
50121,1
72606,2
24020,3
157252,2
137989,2
88580,2
149051,3
130605,1
47393,2
62970,3
124553,1
186118,1
201791,1
101449,3
209451,1
184715,2
163201,1
43856,2
145543,3
119233,1
10283,2
116572,3
61078,2
70481,2
68051,1
109938,2
198439,1
83006,1
52793,1
202772,1
158794,3
56591,1
122590,1
35494,2
85021,2
31692,3
121530,3
31660,1
149436,2
193197,2
51308,3
77013,3
104896,3
208183,2
77597,2
108028,3
34578,2
190360,3
154119,3
19306,2
113164,2
202653,2
94658,1
163884,1
42188,3
202733,3
193276,2
47494,2
150552,3
20374,1
124261,3
38800,2
109113,3
182687,2
204428,3
186648,2
47455,3
186371,3
89052,3
173343,3
178596,2
106552,3
14639,3
209075,1
52583,3
141878,2
3867,1
92492,3
158365,3
171651,2
182689,1
196316,1
128079,3
172772,3
153924,1
24464,1
87960,3
211329,1
8976,3
65245,2
73922,2
13259,2
152385,2
125611,1
156898,2
201810,2
91770,3
129924,1
5418,1
133190,3
65754,2
21134,3
90882,2
166071,3
90831,1
211773,2
118457,2
52045,3
159275,3
10244,2
220,1
34739,2
736,3
21463,3
13407,1
2013,1
98158,2
149835,2
106415,1
47697,2
24379,2
74885,1
206686,3
73165,2
107645,2
157145,1
210522,1
80021,3
52305,2
35680,2
46711,1
45102,3
33351,2
206330,3
194348,3
16313,1
130936,2
175344,2
192938,2
207143,2
68705,1
175591,2
80888,1
44620,1
19873,3
127293,3
73571,3
91102,1
55337,1
45356,3
131005,2
128143,2
34129,1
60229,3
76293,1
84093,2
174497,3
73150,2
103472,2
154675,2
50527,3
22276,3
58912,3
144126,1
168044,1
127478,1
208534,3
26149,2
180527,3
205424,2
66582,2
45839,2
73636,1
130420,2
155936,2
158481,2
63534,2
87672,2
90751,3
135929,1
119092,1
167620,2
24674,3
14495,3
115985,1
163215,3
198308,1
6176,1
203305,1
102299,3
169013,3
153899,3
13129,2
199196,2
138755,2
142292,1
3089,1
39065,2
23623,1
164983,1
115809,2
74611,3
130531,1
24283,3
85004,3
122793,3
94215,2
101399,2
197161,2
49792,1
190794,3
13854,1
81585,3
98927,2
95067,3
39068,3
160473,3
26451,1
158777,1
131143,2
63055,2
9021,2
18168,2
27670,1
172007,3
138290,1
106306,1
40133,2
3930,1
187703,2
69046,3
53990,1
41119,1
7065,2
104283,2
134227,1
192461,3
174712,1
71094,1
20959,2
150736,2
5527,3
36619,3
160965,2
38045,1
163157,2
47521,3
138240,3
11873,3
137741,1
32476,2
173537,1
18907,1
158689,2
125426,1
83652,1
52248,3
139452,3
3024,2
201081,2
115922,1
11885,3
166152,3
46799,3
162222,2
102796,2
106796,2
15771,3
166905,2
195673,1
166790,1
139284,1
3944,3
193728,3
135,3
41982,3
199180,3
6995,3
114086,1
6677,3
85818,1
172401,3
29299,2
205732,1
127465,3
100089,2
83384,2
189842,3
144373,1
58836,3
109483,3
153818,2
114257,1
109361,2
75951,1
163135,2
80348,1
99228,1
54684,2
4229,1
86145,1
75715,3
123869,3
108923,2
189897,1
200767,3
59517,2
67666,2
201255,3
66951,3
64376,2
78955,2
68526,2
138642,2
140441,3
202054,1
146297,1
118552,2
75033,3
103232,3
51289,2
133791,2
102185,2
144688,3
83273,3
178052,1
174341,2
177548,1
101838,1
29846,2
50125,3
191542,3
155967,3
20265,1
61335,1
195420,3
17082,1
196081,1
99383,3
140002,1
8561,1
94841,3
12042,2
56188,2
2779,3
168992,2
182834,3
48299,1
212823,2
182522,3
39802,3
197062,3
113003,1
97149,2
195007,3
20777,1
42378,1
